Estimate ID,Estimate #,Close Date,Status,Division,Price,Hours,Price/Hour
EST5701705,EST5701705,2025-11-19T00:00:00+00:00,won,LE Tree Care,6365.92,28.5,223.37
EST3254500,EST3254500,2025-08-21T00:00:00+00:00,won,LE Maintenance (Summer/Winter),6775,15,451.67
EST5859867,EST5859867,2025-11-11T00:00:00+00:00,won,LE Tree Care,7200,16,450.00
EST5724597,EST5724597,2025-09-14T00:00:00+00:00,won,LE Tree Care,562.48,4,140.62
EST5491064,EST5491064,2025-06-15T00:00:00+00:00,won,LE Irrigation,1268.22,12,105.69
EST5724941,EST5724941,2025-09-18T00:00:00+00:00,won,LE Irrigation,6439.1,32,201.22
EST5868919,EST5868919,2025-11-17T00:00:00+00:00,won,LE Tree Care,1079.1,7.5,143.88
EST5869159,EST5869159,2025-11-16T00:00:00+00:00,won,LE Irrigation,527.17,4,131.79
EST5118321,EST5118321,2025-07-13T00:00:00+00:00,won,LE Paving,20068.24,42,477.82
EST5427739,EST5427739,2025-06-19T00:00:00+00:00,won,LE Paving,6849.53,53.5,128.03
EST3019752,EST3019752,2025-03-10T00:00:00+00:00,won,LE Maintenance (Summer/Winter),1250.02,0,
EST5208761,EST5208761,2025-03-20T00:00:00+00:00,won,LE Maintenance Enchancements,59100,1920,30.78
EST5873326,EST5873326,2025-11-19T00:00:00+00:00,won,LE Tree Care,562.48,4,140.62
EST5451941,EST5451941,2025-06-01T00:00:00+00:00,won,LE Irrigation,1166.74,10,116.67
EST5868703,EST5868703,2025-11-17T00:00:00+00:00,won,LE Tree Care,1033.23,7,147.60
EST5771915,EST5771915,2025-10-19T00:00:00+00:00,won,LE Landscapes,4088.96,16,255.56
EST2902249,EST2902249,2025-01-30T00:00:00+00:00,won,LE Maintenance (Summer/Winter),35294.25,105,336.14
EST5618694,EST5618694,2025-08-04T00:00:00+00:00,won,LE Irrigation,2411.26,12,200.94
EST5310039,EST5310039,2025-07-24T00:00:00+00:00,won,LE Tree Care,1086.56,8,135.82
EST5883387,EST5883387,2025-11-24T00:00:00+00:00,won,LE Tree Care,828.64,6,138.11
EST5618719,EST5618719,2025-08-04T00:00:00+00:00,won,LE Irrigation,1170.83,12,97.57
EST5641070,EST5641070,2025-08-12T00:00:00+00:00,won,LE Irrigation,4984.6,60,83.08
EST5810265,EST5810265,2025-10-19T00:00:00+00:00,won,LE Landscapes,7118.55,16,444.91
EST5872593,EST5872593,2025-11-18T00:00:00+00:00,won,LE Irrigation,832.11,8,104.01
EST5692887,EST5692887,2025-09-03T00:00:00+00:00,won,LE Landscapes,6766.56,18,375.92
EST5871510,EST5871510,2025-11-18T00:00:00+00:00,won,LE Tree Care,1008.79,7,144.11
EST5173848,EST5173848,2025-05-14T00:00:00+00:00,won,LE Paving,57558.92,15,3837.26
EST5522637,EST5522637,2025-08-03T00:00:00+00:00,won,LE Tree Care,709.12,4,177.28
EST3074200,EST3074200,2025-05-04T00:00:00+00:00,won,LE Maintenance (Summer/Winter),4361.15,0,
EST5255481,EST5255481,2025-04-01T00:00:00+00:00,won,LE Tree Care,300.01,1.5,200.01
EST3074206,EST3074206,2025-04-01T00:00:00+00:00,won,LE Maintenance (Summer/Winter),24122.84,105,229.74
EST3074215,EST3074215,2025-04-01T00:00:00+00:00,won,LE Maintenance (Summer/Winter),48246.71,105,459.49
EST5451038,EST5451038,2025-06-01T00:00:00+00:00,won,LE Irrigation,300,0,
EST5519939,EST5519939,2025-08-05T00:00:00+00:00,won,LE Landscapes,3437.4,16.5,208.33
EST5451009,EST5451009,2025-06-01T00:00:00+00:00,won,LE Irrigation,300,0,
EST5520120,EST5520120,2025-07-29T00:00:00+00:00,won,LE Landscapes,937.21,6.5,144.19
EST5519956,EST5519956,2025-08-05T00:00:00+00:00,won,LE Landscapes,2964.89,12,247.07
EST5520033,EST5520033,2025-07-29T00:00:00+00:00,won,LE Landscapes,937.21,6.5,144.19
EST5451022,EST5451022,2025-06-01T00:00:00+00:00,won,LE Irrigation,300,0,
EST5519978,EST5519978,2025-08-05T00:00:00+00:00,won,LE Landscapes,4015.62,15.5,259.07
EST5520036,EST5520036,2025-07-29T00:00:00+00:00,won,LE Landscapes,7664.36,29,264.29
EST5455928,EST5455928,2025-06-12T00:00:00+00:00,won,LE Landscapes,88385.77,324,272.80
EST3074133,EST3074133,2025-04-01T00:00:00+00:00,won,LE Maintenance (Summer/Winter),13083.4,0,
EST3074173,EST3074173,2025-04-01T00:00:00+00:00,won,LE Maintenance (Summer/Winter),24122.84,105,229.74
EST5656743,EST5656743,2025-08-19T00:00:00+00:00,won,LE Irrigation,1666.67,12,138.89
EST5520114,EST5520114,2025-07-29T00:00:00+00:00,won,LE Landscapes,10455.2,53.5,195.42
EST3202040,EST3202040,2025-07-09T00:00:00+00:00,won,LE Maintenance (Summer/Winter),132453.18,106,1249.56
EST3199897,EST3199897,2025-07-08T00:00:00+00:00,won,LE Maintenance (Summer/Winter),82464.21,106,777.96
EST3202788,EST3202788,2025-07-10T00:00:00+00:00,won,LE Maintenance (Summer/Winter),71265.59,111,642.03
EST3202086,EST3202086,2025-07-09T00:00:00+00:00,won,LE Maintenance (Summer/Winter),71265.59,111,642.03
EST3202017,EST3202017,2025-07-09T00:00:00+00:00,won,LE Maintenance (Summer/Winter),44283.27,106,417.77
EST3201996,EST3201996,2025-07-09T00:00:00+00:00,won,LE Maintenance (Summer/Winter),48599.34,106,458.48
EST3202076,EST3202076,2025-07-09T00:00:00+00:00,won,LE Maintenance (Summer/Winter),76081.35,106,717.75
EST3201969,EST3201969,2025-07-09T00:00:00+00:00,won,LE Maintenance (Summer/Winter),124118.19,106,1170.93
EST3202037,EST3202037,2025-07-09T00:00:00+00:00,won,LE Maintenance (Summer/Winter),63402.96,106,598.14
EST3202079,EST3202079,2025-07-09T00:00:00+00:00,won,LE Maintenance (Summer/Winter),132443.55,106,1249.47
EST3203216,EST3203216,2025-07-10T00:00:00+00:00,won,LE Maintenance (Summer/Winter),71265.59,111,642.03
EST3203218,EST3203218,2025-07-10T00:00:00+00:00,won,LE Maintenance (Summer/Winter),71265.59,111,642.03
EST3203217,EST3203217,2025-07-10T00:00:00+00:00,won,LE Maintenance (Summer/Winter),71265.59,111,642.03
EST3395122,EST3395122,2025-11-19T00:00:00+00:00,won,LE Maintenance (Summer/Winter),49296.94,106,465.07
EST5625253,EST5625253,2025-08-05T00:00:00+00:00,won,LE Landscapes,4037.65,17,237.51
EST5605685,EST5605685,2025-07-29T00:00:00+00:00,won,LE Landscapes,7023.87,23.5,298.89
EST3396183,EST3396183,2025-11-19T00:00:00+00:00,won,LE Maintenance (Summer/Winter),27835.54,106,262.60
EST5605665,EST5605665,2025-07-29T00:00:00+00:00,won,LE Landscapes,12512.46,46,272.01
EST3395126,EST3395126,2025-11-19T00:00:00+00:00,won,LE Maintenance (Summer/Winter),27835.54,106,262.60
EST3396170,EST3396170,2025-11-19T00:00:00+00:00,won,LE Maintenance (Summer/Winter),27835.54,106,262.60
EST5688130,EST5688130,2025-09-15T00:00:00+00:00,won,LE Paving,30040.23,115,261.22
EST5625207,EST5625207,2025-08-05T00:00:00+00:00,won,LE Landscapes,3999.81,12,333.32
EST5025582,EST5025582,2025-02-27T00:00:00+00:00,won,LE Paving,35008.22,78,448.82
EST5656880,EST5656880,2025-08-19T00:00:00+00:00,won,LE Irrigation,1768.89,12,147.41
EST5369155,EST5369155,2025-05-04T00:00:00+00:00,won,LE Irrigation,222.22,0,
EST5369166,EST5369166,2025-05-04T00:00:00+00:00,won,LE Irrigation,200,0,
EST5369143,EST5369143,2025-05-04T00:00:00+00:00,won,LE Irrigation,600,0,
EST5571932,EST5571932,2025-07-17T00:00:00+00:00,won,LE Irrigation,1733.63,16,108.35
EST5517604,EST5517604,2025-07-06T00:00:00+00:00,won,LE Irrigation,1195.66,12,99.64
EST5432033,EST5432033,2025-06-01T00:00:00+00:00,won,LE Irrigation,4321.92,32,135.06
EST5407675,EST5407675,2025-06-01T00:00:00+00:00,won,LE Irrigation,1000,0,
EST5640774,EST5640774,2025-08-12T00:00:00+00:00,won,LE Irrigation,721,8,90.13
EST5571956,EST5571956,2025-07-17T00:00:00+00:00,won,LE Irrigation,1563,14,111.64
EST5390467,EST5390467,2025-05-11T00:00:00+00:00,won,LE Irrigation,500,0,
EST3019818,EST3019818,2025-03-10T00:00:00+00:00,won,LE Maintenance (Summer/Winter),2408.7,0,
EST5453450,EST5453450,2025-06-12T00:00:00+00:00,won,LE Tree Care,1082.11,7,154.59
EST3039587,EST3039587,2025-03-17T00:00:00+00:00,won,LE Maintenance (Summer/Winter),6720.1,0,
EST3039586,EST3039586,2025-03-17T00:00:00+00:00,won,LE Maintenance (Summer/Winter),6668.26,0,
EST3039584,EST3039584,2025-03-17T00:00:00+00:00,won,LE Maintenance (Summer/Winter),5530.43,0,
EST5486960,EST5486960,2025-06-12T00:00:00+00:00,won,LE Irrigation,222.22,0,
EST3039582,EST3039582,2025-03-17T00:00:00+00:00,won,LE Maintenance (Summer/Winter),5756.63,0,
EST3039585,EST3039585,2025-03-17T00:00:00+00:00,won,LE Maintenance (Summer/Winter),15850.8,0,
EST3039583,EST3039583,2025-03-17T00:00:00+00:00,won,LE Maintenance (Summer/Winter),15150.15,0,
EST3351938,EST3351938,2025-10-21T00:00:00+00:00,won,LE Maintenance (Summer/Winter),16479.33,50,329.59
EST3259698,EST3259698,2025-09-23T00:00:00+00:00,won,LE Maintenance (Summer/Winter),17075,15,1138.33
EST3259706,EST3259706,2025-09-23T00:00:00+00:00,won,LE Maintenance (Summer/Winter),21045,15,1403.00
EST3259705,EST3259705,2025-09-23T00:00:00+00:00,won,LE Maintenance (Summer/Winter),21185,15,1412.33
EST5661042,EST5661042,2025-09-18T00:00:00+00:00,won,Line Painting,693,0,
EST3259613,EST3259613,2025-09-23T00:00:00+00:00,won,LE Maintenance (Summer/Winter),17585,15,1172.33
EST3259701,EST3259701,2025-09-23T00:00:00+00:00,won,LE Maintenance (Summer/Winter),17605,15,1173.67
EST3259710,EST3259710,2025-09-23T00:00:00+00:00,won,LE Maintenance (Summer/Winter),20695,15,1379.67
EST3019378,EST3019378,2025-03-10T00:00:00+00:00,won,LE Maintenance (Summer/Winter),15379.72,105,146.47
EST5504597,EST5504597,2025-06-22T00:00:00+00:00,won,LE Landscapes,2120.15,6,353.36
EST3018725,EST3018725,2025-03-10T00:00:00+00:00,won,LE Maintenance (Summer/Winter),30429.01,15,2028.60
EST3018860,EST3018860,2025-03-10T00:00:00+00:00,won,LE Maintenance (Summer/Winter),29222.14,15,1948.14
EST3221615,EST3221615,2025-07-29T00:00:00+00:00,won,LE Maintenance (Summer/Winter),169525.18,105,1614.53
EST5630949,EST5630949,2025-08-07T00:00:00+00:00,won,LE Paving,4488.6,0,
EST3019672,EST3019672,2025-03-10T00:00:00+00:00,won,LE Maintenance (Summer/Winter),73702.85,25,2948.11
EST5430416,EST5430416,2025-07-06T00:00:00+00:00,won,LE Tree Care,4108.44,28,146.73
EST5691810,EST5691810,2025-09-07T00:00:00+00:00,won,LE Tree Care,892.6,6,148.77
EST5409285,EST5409285,2025-05-22T00:00:00+00:00,won,LE Tree Care,2537.19,17,149.25
EST3019708,EST3019708,2025-03-10T00:00:00+00:00,won,LE Maintenance (Summer/Winter),52424.83,25,2096.99
EST5640650,EST5640650,2025-09-02T00:00:00+00:00,won,LE Tree Care,1287.5,8,160.94
EST5406115,EST5406115,2025-09-07T00:00:00+00:00,won,LE Tree Care,3473.93,22.5,154.40
EST5392434,EST5392434,2025-06-09T00:00:00+00:00,won,LE Landscapes,5171.25,5,1034.25
EST3021391,EST3021391,2025-03-10T00:00:00+00:00,won,LE Maintenance (Summer/Winter),7115.09,5,1423.02
EST5365122,EST5365122,2025-05-11T00:00:00+00:00,won,LE Tree Care,4117.48,21,196.07
EST3021281,EST3021281,2025-03-10T00:00:00+00:00,won,LE Maintenance (Summer/Winter),4829.02,5,965.80
EST3021199,EST3021199,2025-03-10T00:00:00+00:00,won,LE Maintenance (Summer/Winter),6461.02,15,430.73
EST3021276,EST3021276,2025-03-10T00:00:00+00:00,won,LE Maintenance (Summer/Winter),7817.02,5,1563.40
EST4884997,EST4884997,2025-07-06T00:00:00+00:00,won,LE Tree Care,2059.44,16,128.72
EST3021236,EST3021236,2025-03-10T00:00:00+00:00,won,LE Maintenance (Summer/Winter),4829.02,5,965.80
EST3021300,EST3021300,2025-03-10T00:00:00+00:00,won,LE Maintenance (Summer/Winter),5387.02,5,1077.40
EST5034415,EST5034415,2025-04-02T00:00:00+00:00,won,LE Paving,2934.12,20,146.71
EST3021325,EST3021325,2025-03-10T00:00:00+00:00,won,LE Maintenance (Summer/Winter),5765.02,5,1153.00
EST3021265,EST3021265,2025-03-10T00:00:00+00:00,won,LE Maintenance (Summer/Winter),5525.02,5,1105.00
EST3021412,EST3021412,2025-03-10T00:00:00+00:00,won,LE Maintenance (Summer/Winter),8160.09,5,1632.02
EST3021364,EST3021364,2025-03-10T00:00:00+00:00,won,LE Maintenance (Summer/Winter),21895.61,5,4379.12
EST3021382,EST3021382,2025-03-10T00:00:00+00:00,won,LE Maintenance (Summer/Winter),7377.8,5,1475.56
EST3021293,EST3021293,2025-03-10T00:00:00+00:00,won,LE Maintenance (Summer/Winter),2824.9,5,564.98
EST5558159,EST5558159,2025-07-17T00:00:00+00:00,won,LE Maintenance Enchancements,363.16,4,90.79
EST5488987,EST5488987,2025-06-15T00:00:00+00:00,won,LE Maintenance Enchancements,737.1,12,61.43
EST5557169,EST5557169,2025-07-13T00:00:00+00:00,won,LE Tree Care,1384.78,9.5,145.77
EST3031309,EST3031309,2025-03-13T00:00:00+00:00,won,LE Maintenance (Summer/Winter),2909.65,5,581.93
EST3031308,EST3031308,2025-03-13T00:00:00+00:00,won,LE Maintenance (Summer/Winter),4973.89,5,994.78
EST3031310,EST3031310,2025-03-13T00:00:00+00:00,won,LE Maintenance (Summer/Winter),5548.63,5,1109.73
EST3031311,EST3031311,2025-03-13T00:00:00+00:00,won,LE Maintenance (Summer/Winter),5937.97,5,1187.59
EST3324213,EST3324213,2025-10-14T00:00:00+00:00,won,LE Maintenance (Summer/Winter),46770,25,1870.80
EST3031312,EST3031312,2025-03-13T00:00:00+00:00,won,LE Maintenance (Summer/Winter),22552.48,5,4510.50
EST3031307,EST3031307,2025-03-13T00:00:00+00:00,won,LE Maintenance (Summer/Winter),8051.53,5,1610.31
EST3253021,EST3253021,2025-09-28T00:00:00+00:00,won,LE Maintenance (Summer/Winter),10225,5,2045.00
EST3031303,EST3031303,2025-03-13T00:00:00+00:00,won,LE Maintenance (Summer/Winter),8404.89,5,1680.98
EST3019326,EST3019326,2025-03-10T00:00:00+00:00,won,LE Maintenance (Summer/Winter),26855.26,15,1790.35
EST3031302,EST3031302,2025-03-13T00:00:00+00:00,won,LE Maintenance (Summer/Winter),7328.54,5,1465.71
EST5477979,EST5477979,2025-06-10T00:00:00+00:00,won,LE Tree Care,701.5,4.5,155.89
EST3031306,EST3031306,2025-03-13T00:00:00+00:00,won,LE Maintenance (Summer/Winter),5690.77,5,1138.15
EST3031305,EST3031305,2025-03-13T00:00:00+00:00,won,LE Maintenance (Summer/Winter),4973.89,5,994.78
EST3031304,EST3031304,2025-03-13T00:00:00+00:00,won,LE Maintenance (Summer/Winter),6654.85,15,443.66
EST3031301,EST3031301,2025-03-13T00:00:00+00:00,won,LE Maintenance (Summer/Winter),7599.13,5,1519.83
EST3019301,EST3019301,2025-03-10T00:00:00+00:00,won,LE Maintenance (Summer/Winter),39099.07,105,372.37
EST5450986,EST5450986,2025-06-01T00:00:00+00:00,won,LE Irrigation,150,0,
EST3016416,EST3016416,2025-03-10T00:00:00+00:00,won,LE Maintenance (Summer/Winter),43149.97,105,410.95
EST5402163,EST5402163,2025-06-12T00:00:00+00:00,won,LE Landscapes,13584.3,28,485.15
EST3019291,EST3019291,2025-03-10T00:00:00+00:00,won,LE Maintenance (Summer/Winter),23332.64,15,1555.51
EST5512278,EST5512278,2025-06-22T00:00:00+00:00,won,LE Tree Care,350,2,175.00
EST5726233,EST5726233,2025-09-17T00:00:00+00:00,won,LE Tree Care,2558.62,17.5,146.21
EST3019214,EST3019214,2025-03-10T00:00:00+00:00,won,LE Maintenance (Summer/Winter),10698.02,0,
EST5540321,EST5540321,2025-07-22T00:00:00+00:00,won,LE Landscapes,2874.23,15,191.62
EST3019252,EST3019252,2025-03-10T00:00:00+00:00,won,LE Maintenance (Summer/Winter),11018.96,0,
EST3019267,EST3019267,2025-03-10T00:00:00+00:00,won,LE Maintenance (Summer/Winter),29883.05,105,284.60
EST5513905,EST5513905,2025-07-23T00:00:00+00:00,won,LE Paving,7295.12,36,202.64
EST3019118,EST3019118,2025-03-10T00:00:00+00:00,won,LE Maintenance (Summer/Winter),19666.88,15,1311.13
EST5660637,EST5660637,2025-08-19T00:00:00+00:00,won,Line Painting,770,0,
EST3018985,EST3018985,2025-03-10T00:00:00+00:00,won,LE Maintenance (Summer/Winter),18568.52,15,1237.90
EST5480554,EST5480554,2025-08-05T00:00:00+00:00,won,LE Landscapes,9823.75,42,233.90
EST3018996,EST3018996,2025-03-10T00:00:00+00:00,won,LE Maintenance (Summer/Winter),19094.06,15,1272.94
EST3018919,EST3018919,2025-03-10T00:00:00+00:00,won,LE Maintenance (Summer/Winter),18027.69,15,1201.85
EST3018881,EST3018881,2025-03-10T00:00:00+00:00,won,LE Maintenance (Summer/Winter),15145.13,5,3029.03
EST5157586,EST5157586,2025-03-18T00:00:00+00:00,won,LE Tree Care,2154.55,16,134.66
EST4802410,EST4802410,2025-03-18T00:00:00+00:00,won,LE Irrigation,2348.73,10,234.87
EST5017272,EST5017272,2025-05-13T00:00:00+00:00,won,LE Paving,3798.37,4,949.59
EST2401067,EST2401067,2025-02-28T00:00:00+00:00,won,LE Maintenance (Summer/Winter),29354.53,60,489.24
EST5160526,EST5160526,2025-03-18T00:00:00+00:00,won,LE Tree Care,2038.56,15.5,131.52
EST3045351,EST3045351,2025-03-20T00:00:00+00:00,won,LE Maintenance (Summer/Winter),20131.96,15,1342.13
EST2402266,EST2402266,2025-02-28T00:00:00+00:00,won,LE Maintenance (Summer/Winter),19560.72,60,326.01
EST5233369,EST5233369,2025-04-06T00:00:00+00:00,won,LE Irrigation,1262.48,10,126.25
EST3024806,EST3024806,2025-03-11T00:00:00+00:00,won,LE Maintenance (Summer/Winter),16998.49,60,283.31
EST5235901,EST5235901,2025-04-27T00:00:00+00:00,won,LE Landscapes,119736.65,260,460.53
EST5160490,EST5160490,2025-11-05T00:00:00+00:00,won,LE Tree Care,1157.21,8,144.65
EST2400936,EST2400936,2025-03-11T00:00:00+00:00,won,LE Maintenance (Summer/Winter),18939.56,60,315.66
EST2402277,EST2402277,2025-02-28T00:00:00+00:00,won,LE Maintenance (Summer/Winter),103144.06,60,1719.07
EST5240176,EST5240176,2025-04-25T00:00:00+00:00,won,LE Paving,10605.42,40,265.14
EST5289846,EST5289846,2025-04-14T00:00:00+00:00,won,LE Landscapes,1141.07,6.25,182.57
EST5290168,EST5290168,2025-04-14T00:00:00+00:00,won,LE Landscapes,1141.07,6.25,182.57
EST5285964,EST5285964,2025-05-01T00:00:00+00:00,won,LE Landscapes,976.41,6,162.73
EST5381160,EST5381160,2025-05-19T00:00:00+00:00,won,LE Landscapes,2426.12,11,220.56
EST5303778,EST5303778,2025-06-12T00:00:00+00:00,won,LE Landscapes,8998.89,40,224.97
EST5455129,EST5455129,2025-06-19T00:00:00+00:00,won,LE Tree Care,4038.41,19,212.55
EST5367993,EST5367993,2025-05-07T00:00:00+00:00,won,LE Irrigation,948.69,8.5,111.61
EST5294895,EST5294895,2025-05-13T00:00:00+00:00,won,LE Paving,30839.5,108,285.55
EST5381757,EST5381757,2025-05-19T00:00:00+00:00,won,LE Landscapes,760.42,4,190.10
EST5357657,EST5357657,2025-04-30T00:00:00+00:00,won,LE Tree Care,278.95,2,139.47
EST5291484,EST5291484,2025-05-13T00:00:00+00:00,won,LE Paving,17564.53,57,308.15
EST5302698,EST5302698,2025-05-01T00:00:00+00:00,won,LE Landscapes,2914.16,12,242.85
EST5336399,EST5336399,2025-05-13T00:00:00+00:00,won,LE Paving,3640.73,6,606.79
EST5290174,EST5290174,2025-04-14T00:00:00+00:00,won,LE Landscapes,1141.07,6.25,182.57
EST5290180,EST5290180,2025-04-14T00:00:00+00:00,won,LE Landscapes,1141.07,6.25,182.57
EST5290167,EST5290167,2025-04-14T00:00:00+00:00,won,LE Landscapes,1141.07,6.25,182.57
EST5292025,EST5292025,2025-05-13T00:00:00+00:00,won,LE Paving,19269.99,39,494.10
EST5294423,EST5294423,2025-05-13T00:00:00+00:00,won,LE Paving,21288.11,16,1330.51
EST5292011,EST5292011,2025-07-15T00:00:00+00:00,won,LE Paving,25966.69,18,1442.59
EST5619261,EST5619261,2025-08-07T00:00:00+00:00,won,LE Irrigation,1463.68,14,104.55
EST5668938,EST5668938,2025-09-07T00:00:00+00:00,won,LE Tree Care,2599.87,17,152.93
EST5542862,EST5542862,2025-07-17T00:00:00+00:00,won,LE Irrigation,3143.05,20,157.15
EST5520052,EST5520052,2025-06-29T00:00:00+00:00,won,LE Maintenance Enchancements,316.82,4.5,70.40
EST5619227,EST5619227,2025-08-07T00:00:00+00:00,won,LE Irrigation,1647.69,16,102.98
EST5631546,EST5631546,2025-08-14T00:00:00+00:00,won,LE Maintenance Enchancements,503.71,7,71.96
EST5612108,EST5612108,2025-08-20T00:00:00+00:00,won,LE Maintenance (Summer/Winter),5188.83,21,247.09
EST5819335,EST5819335,2025-10-23T00:00:00+00:00,won,LE Tree Care,1034.98,7,147.85
EST5630253,EST5630253,2025-08-24T00:00:00+00:00,won,LE Irrigation,1248.17,12,104.01
EST5522154,EST5522154,2025-07-10T00:00:00+00:00,won,LE Tree Care,1060.12,7.5,141.35
EST5873540,EST5873540,2025-11-19T00:00:00+00:00,won,LE Tree Care,434.09,3,144.70
EST5490863,EST5490863,2025-06-15T00:00:00+00:00,won,LE Landscapes,735,1,735.00
EST5634121,EST5634121,2025-08-11T00:00:00+00:00,won,LE Irrigation,2777.78,16,173.61
EST5556863,EST5556863,2025-07-10T00:00:00+00:00,won,LE Tree Care,1479.52,10,147.95
EST5560199,EST5560199,2025-08-11T00:00:00+00:00,won,LE Paving,2626.41,0,
EST5731630,EST5731630,2025-09-17T00:00:00+00:00,won,LE Tree Care,2012.14,9.5,211.80
EST5847461,EST5847461,2025-11-04T00:00:00+00:00,won,LE Irrigation,400,0,
EST5718643,EST5718643,2025-10-19T00:00:00+00:00,won,LE Landscapes,17110.58,60,285.18
EST3047281,EST3047281,2025-03-20T00:00:00+00:00,won,LE Maintenance (Summer/Winter),21894.67,40,547.37
EST5887341,EST5887341,2025-11-30T00:00:00+00:00,won,LE Maintenance Enchancements,635,4,158.75
EST3296151,EST3296151,2025-09-16T00:00:00+00:00,won,LE Maintenance (Summer/Winter),49963.68,25,1998.55
EST3019558,EST3019558,2025-03-10T00:00:00+00:00,won,LE Maintenance (Summer/Winter),28235.26,15,1882.35
EST5436862,EST5436862,2025-05-27T00:00:00+00:00,won,LE Landscapes,4822.64,16,301.42
EST5510871,EST5510871,2025-06-22T00:00:00+00:00,won,LE Maintenance Enchancements,783.87,6,130.65
EST3019650,EST3019650,2025-03-10T00:00:00+00:00,won,LE Maintenance (Summer/Winter),33253.82,105,316.70
EST5588992,EST5588992,2025-07-24T00:00:00+00:00,won,LE Landscapes,378.69,2,189.34
EST4548181,EST4548181,2025-06-08T00:00:00+00:00,won,LE Paving,4667.11,0,
EST2941123,EST2941123,2025-02-04T00:00:00+00:00,won,LE Maintenance (Summer/Winter),46041.68,15,3069.45
EST3039936,EST3039936,2025-03-17T00:00:00+00:00,won,LE Maintenance (Summer/Winter),7892.63,0,
EST3039913,EST3039913,2025-03-17T00:00:00+00:00,won,LE Maintenance (Summer/Winter),7918.97,0,
EST2941298,EST2941298,2025-10-21T00:00:00+00:00,won,LE Maintenance (Summer/Winter),31652.82,15,2110.19
EST3039968,EST3039968,2025-03-17T00:00:00+00:00,won,LE Maintenance (Summer/Winter),5983.63,0,
EST4882212,EST4882212,2025-02-24T00:00:00+00:00,won,LE Paving,19687.82,40,492.20
EST2941219,EST2941219,2025-10-21T00:00:00+00:00,won,LE Maintenance (Summer/Winter),51906.79,15,3460.45
EST3039952,EST3039952,2025-03-17T00:00:00+00:00,won,LE Maintenance (Summer/Winter),10884.88,0,
EST5192331,EST5192331,2025-04-07T00:00:00+00:00,won,LE Paving,3903.85,0,
EST2941162,EST2941162,2025-03-23T00:00:00+00:00,won,LE Maintenance (Summer/Winter),40907.55,15,2727.17
EST5312669,EST5312669,2025-06-12T00:00:00+00:00,won,LE Landscapes,5549.2,31,179.01
EST5302563,EST5302563,2025-04-14T00:00:00+00:00,won,LE Landscapes,1546.09,8,193.26
EST3100921,EST3100921,2025-04-15T00:00:00+00:00,won,LE Maintenance (Summer/Winter),3700.08,0,
EST5312679,EST5312679,2025-06-12T00:00:00+00:00,won,LE Landscapes,8814.75,52,169.51
EST5297990,EST5297990,2025-10-09T00:00:00+00:00,won,LE Tree Care,779.76,6,129.96
EST5312673,EST5312673,2025-06-12T00:00:00+00:00,won,LE Landscapes,5001.62,34,147.11
EST5312663,EST5312663,2025-06-12T00:00:00+00:00,won,LE Landscapes,1203.2,4,300.80
EST5312659,EST5312659,2025-06-12T00:00:00+00:00,won,LE Landscapes,1513.15,10,151.31
EST5450894,EST5450894,2025-06-01T00:00:00+00:00,won,LE Irrigation,200,0,
EST5459545,EST5459545,2025-07-15T00:00:00+00:00,won,LE Paving,5340.1,18,296.67
EST5459454,EST5459454,2025-07-15T00:00:00+00:00,won,LE Paving,3952.4,9,439.16
EST5450786,EST5450786,2025-06-01T00:00:00+00:00,won,LE Irrigation,200,0,
EST5450825,EST5450825,2025-06-01T00:00:00+00:00,won,LE Irrigation,200,0,
EST5359566,EST5359566,2025-05-15T00:00:00+00:00,won,LE Paving,4370.28,9,485.59
EST5450910,EST5450910,2025-06-01T00:00:00+00:00,won,LE Irrigation,450,0,
EST5450709,EST5450709,2025-06-01T00:00:00+00:00,won,LE Irrigation,200,0,
EST5450877,EST5450877,2025-06-01T00:00:00+00:00,won,LE Irrigation,200,0,
EST5450765,EST5450765,2025-06-01T00:00:00+00:00,won,LE Irrigation,200,0,
EST5450735,EST5450735,2025-06-01T00:00:00+00:00,won,LE Irrigation,200,0,
EST5459506,EST5459506,2025-07-15T00:00:00+00:00,won,LE Paving,5526.74,18,307.04
EST5359130,EST5359130,2025-06-15T00:00:00+00:00,won,LE Paving,13223.34,78,169.53
EST5635794,EST5635794,2025-09-07T00:00:00+00:00,won,LE Irrigation,832.11,8,104.01
EST5635826,EST5635826,2025-09-07T00:00:00+00:00,won,LE Irrigation,651.86,6,108.64
EST5635620,EST5635620,2025-08-17T00:00:00+00:00,won,LE Irrigation,1464.82,12,122.07
EST5618876,EST5618876,2025-08-07T00:00:00+00:00,won,LE Irrigation,1636.24,16,102.27
EST5635750,EST5635750,2025-09-07T00:00:00+00:00,won,LE Irrigation,922.62,8,115.33
EST5537026,EST5537026,2025-07-08T00:00:00+00:00,won,LE Paving,10786.91,35,308.20
EST5461283,EST5461283,2025-06-12T00:00:00+00:00,won,LE Irrigation,731.79,8,91.47
EST5633693,EST5633693,2025-09-20T00:00:00+00:00,won,LE Paving,2176.83,0,
EST5551850,EST5551850,2025-07-22T00:00:00+00:00,won,LE Maintenance Enchancements,1984.66,32.5,61.07
EST3259303,EST3259303,2025-10-13T00:00:00+00:00,won,LE Maintenance (Summer/Winter),13096.8,5,2619.36
EST5681847,EST5681847,2025-10-26T00:00:00+00:00,won,LE Paving,5902.9,0,
