Estimate ID,Estimate #,Close Date,Status,Division,Price,Hours,Price/Hour
EST5681760,EST5681760,2025-09-03T00:00:00+00:00,won,LE Paving,1903.13,0,
EST5760568,EST5760568,2025-09-29T00:00:00+00:00,won,LE Tree Care,1033.23,7,147.60
EST5865789,EST5865789,2025-11-16T00:00:00+00:00,won,LE Tree Care,611.36,4,152.84
EST5744543,EST5744543,2025-09-21T00:00:00+00:00,won,LE Paving,30764.09,0,
EST3339701,EST3339701,2025-12-31T00:00:00+00:00,won,LE Maintenance (Summer/Winter),15116.4,25,604.66
EST2941180,EST2941180,2025-12-31T00:00:00+00:00,won,LE Maintenance (Summer/Winter),46490.24,25,1859.61
EST5539894,EST5539894,2025-07-02T00:00:00+00:00,won,LE Maintenance Enchancements,1510.62,12,125.88
EST5667526,EST5667526,2025-08-24T00:00:00+00:00,won,LE Irrigation,1123.47,10,112.35
EST5900155,EST5900155,2025-12-10T00:00:00+00:00,won,LE Tree Care,1360.34,9.5,143.19
EST3016163,EST3016163,2025-03-10T00:00:00+00:00,won,LE Maintenance (Summer/Winter),14340.69,0,
EST3016130,EST3016130,2025-03-10T00:00:00+00:00,won,LE Maintenance (Summer/Winter),13923,0,
EST5575893,EST5575893,2025-07-17T00:00:00+00:00,won,LE Irrigation,973.49,4,243.37
EST5430945,EST5430945,2025-06-03T00:00:00+00:00,won,LE Paving,2516.24,8,314.53
EST5436820,EST5436820,2025-05-27T00:00:00+00:00,won,LE Landscapes,1366.52,8,170.81
EST4933314,EST4933314,2025-04-30T00:00:00+00:00,won,LE Tree Care,567.96,4,141.99
EST3060777,EST3060777,2025-01-31T00:00:00+00:00,won,LE Maintenance (Summer/Winter),10488.03,0,
EST5489074,EST5489074,2025-06-17T00:00:00+00:00,won,LE Maintenance Enchancements,2648.22,45,58.85
EST5575904,EST5575904,2025-07-22T00:00:00+00:00,won,LE Landscapes,30674.4,108,284.02
EST5421834,EST5421834,2025-05-27T00:00:00+00:00,won,LE Landscapes,1830,10,183.00
EST5485817,EST5485817,2025-06-12T00:00:00+00:00,won,LE Tree Care,406,2,203.00
EST5478113,EST5478113,2025-07-22T00:00:00+00:00,won,LE Landscapes,4696.64,16,293.54
EST3184388,EST3184388,2025-06-19T00:00:00+00:00,won,LE Maintenance (Summer/Winter),1799.88,24,75.00
EST5453358,EST5453358,2025-06-29T00:00:00+00:00,won,LE Tree Care,10522.79,26,404.72
EST3062125,EST3062125,2025-03-26T00:00:00+00:00,won,LE Maintenance (Summer/Winter),10938.03,0,
EST5587064,EST5587064,2025-07-24T00:00:00+00:00,won,LE Landscapes,3499.86,16,218.74
EST4191343,EST4191343,2025-06-01T00:00:00+00:00,won,LE Irrigation,2595.26,24,108.14
EST5432406,EST5432406,2025-06-01T00:00:00+00:00,won,LE Tree Care,3000.82,12,250.07
EST5533463,EST5533463,2025-07-24T00:00:00+00:00,won,LE Tree Care,3145.54,21.5,146.30
EST5581487,EST5581487,2025-07-22T00:00:00+00:00,won,LE Landscapes,4239.45,16,264.97
EST5612944,EST5612944,2025-08-12T00:00:00+00:00,won,LE Landscapes,1446.41,8,180.80
EST5487536,EST5487536,2025-07-22T00:00:00+00:00,won,LE Tree Care,9542.32,32.5,293.61
EST5487684,EST5487684,2025-06-19T00:00:00+00:00,won,LE Tree Care,3392.63,10,339.26
EST5478104,EST5478104,2025-06-24T00:00:00+00:00,won,LE Landscapes,889.49,4,222.37
EST3379324,EST3379324,2025-03-31T00:00:00+00:00,won,LE Maintenance (Summer/Winter),8444,0,
EST5668050,EST5668050,2025-08-24T00:00:00+00:00,won,LE Irrigation,882.11,8,110.26
EST3340318,EST3340318,2025-10-14T00:00:00+00:00,won,LE Maintenance (Summer/Winter),37620,105,358.29
EST3340414,EST3340414,2025-10-14T00:00:00+00:00,won,LE Maintenance (Summer/Winter),11592,105,110.40
EST3340372,EST3340372,2025-10-13T00:00:00+00:00,won,LE Maintenance (Summer/Winter),44994,105,428.51
EST4320967,EST4320967,2025-11-04T00:00:00+00:00,won,LE Irrigation,9885.8,30,329.53
EST3345616,EST3345616,2025-10-16T00:00:00+00:00,won,LE Maintenance (Summer/Winter),22189.99,0,
EST3345213,EST3345213,2025-10-16T00:00:00+00:00,won,LE Maintenance (Summer/Winter),3646,0,
EST5852682,EST5852682,2025-11-06T00:00:00+00:00,won,LE Irrigation,4495.1,32,140.47
EST3340365,EST3340365,2025-10-13T00:00:00+00:00,won,LE Maintenance (Summer/Winter),52284,105,497.94
EST3340219,EST3340219,2025-10-13T00:00:00+00:00,won,LE Maintenance (Summer/Winter),246876,0,
EST3340386,EST3340386,2025-10-13T00:00:00+00:00,won,LE Maintenance (Summer/Winter),45174,105,430.23
EST3345235,EST3345235,2025-10-16T00:00:00+00:00,won,LE Maintenance (Summer/Winter),5494,0,
EST3345206,EST3345206,2025-10-16T00:00:00+00:00,won,LE Maintenance (Summer/Winter),4702,0,
EST3345224,EST3345224,2025-10-14T00:00:00+00:00,won,LE Maintenance (Summer/Winter),3382,0,
EST3345231,EST3345231,2025-10-16T00:00:00+00:00,won,LE Maintenance (Summer/Winter),3382,0,
EST3340288,EST3340288,2025-10-14T00:00:00+00:00,won,LE Maintenance (Summer/Winter),171336,105,1631.77
EST3340354,EST3340354,2025-10-13T00:00:00+00:00,won,LE Maintenance (Summer/Winter),37620,105,358.29
EST3345229,EST3345229,2025-10-16T00:00:00+00:00,won,LE Maintenance (Summer/Winter),4966,0,
EST3345238,EST3345238,2025-10-16T00:00:00+00:00,won,LE Maintenance (Summer/Winter),2327,0,
EST3345623,EST3345623,2025-10-16T00:00:00+00:00,won,LE Maintenance (Summer/Winter),10488.03,0,
EST3346113,EST3346113,2025-10-16T00:00:00+00:00,won,LE Maintenance (Summer/Winter),3599.76,48,75.00
EST3344659,EST3344659,2025-10-15T00:00:00+00:00,won,LE Maintenance (Summer/Winter),6435.25,0,
EST5801609,EST5801609,2025-10-19T00:00:00+00:00,won,LE Landscapes,6825.6,32,213.30
EST3344643,EST3344643,2025-10-15T00:00:00+00:00,won,LE Maintenance (Summer/Winter),8476.2,0,
EST5802633,EST5802633,2025-10-19T00:00:00+00:00,won,LE Landscapes,2396.38,10,239.64
EST3015462,EST3015462,2025-03-10T00:00:00+00:00,won,LE Maintenance (Summer/Winter),8516.39,0,
EST5334039,EST5334039,2025-05-12T00:00:00+00:00,won,LE Irrigation,206.8,2,103.40
EST5334084,EST5334084,2025-05-12T00:00:00+00:00,won,LE Irrigation,671,10,67.10
EST5850973,EST5850973,2025-11-05T00:00:00+00:00,won,LE Irrigation,100,0,
EST5334273,EST5334273,2025-05-12T00:00:00+00:00,won,LE Irrigation,300.03,8,37.50
EST5432414,EST5432414,2025-06-06T00:00:00+00:00,won,LE Maintenance Enchancements,1061.39,3,353.80
EST5334212,EST5334212,2025-05-12T00:00:00+00:00,won,LE Irrigation,169,2,84.50
EST5850958,EST5850958,2025-11-05T00:00:00+00:00,won,LE Irrigation,250,0,
EST3015636,EST3015636,2025-03-10T00:00:00+00:00,won,LE Maintenance (Summer/Winter),50471.63,0,
EST5850994,EST5850994,2025-11-05T00:00:00+00:00,won,LE Irrigation,100,0,
EST5263149,EST5263149,2025-04-03T00:00:00+00:00,won,LE Irrigation,4050,0,
EST5334065,EST5334065,2025-05-12T00:00:00+00:00,won,LE Irrigation,169,2,84.50
EST5432422,EST5432422,2025-06-06T00:00:00+00:00,won,LE Maintenance Enchancements,2326.28,7,332.33
EST5334226,EST5334226,2025-05-12T00:00:00+00:00,won,LE Irrigation,410,8,51.25
EST5334250,EST5334250,2025-05-12T00:00:00+00:00,won,LE Irrigation,325.01,4,81.25
EST5436938,EST5436938,2025-06-12T00:00:00+00:00,won,LE Landscapes,15499.3,71,218.30
EST5334122,EST5334122,2025-05-12T00:00:00+00:00,won,LE Irrigation,666.02,10,66.60
EST3015715,EST3015715,2025-03-10T00:00:00+00:00,won,LE Maintenance (Summer/Winter),2808,0,
EST3015813,EST3015813,2025-03-10T00:00:00+00:00,won,LE Maintenance (Summer/Winter),9150.5,0,
EST5850929,EST5850929,2025-11-05T00:00:00+00:00,won,LE Irrigation,100,0,
EST5850941,EST5850941,2025-11-05T00:00:00+00:00,won,LE Irrigation,250,0,
EST5850908,EST5850908,2025-11-05T00:00:00+00:00,won,LE Irrigation,300,0,
EST5850892,EST5850892,2025-11-05T00:00:00+00:00,won,LE Irrigation,100,0,
EST5850874,EST5850874,2025-11-05T00:00:00+00:00,won,LE Irrigation,350,0,
EST5850859,EST5850859,2025-11-05T00:00:00+00:00,won,LE Irrigation,300,0,
EST5497919,EST5497919,2025-08-13T00:00:00+00:00,won,LE Maintenance Enchancements,171.25,1,171.25
EST5649036,EST5649036,2025-08-14T00:00:00+00:00,won,LE Maintenance Enchancements,421.76,6,70.29
EST5450635,EST5450635,2025-06-08T00:00:00+00:00,won,LE Tree Care,2799.92,16,175.00
EST5850683,EST5850683,2025-11-05T00:00:00+00:00,won,LE Irrigation,250,0,
EST5609396,EST5609396,2025-07-30T00:00:00+00:00,won,LE Irrigation,402.37,4,100.59
EST5850702,EST5850702,2025-11-05T00:00:00+00:00,won,LE Irrigation,250,0,
EST5850652,EST5850652,2025-11-05T00:00:00+00:00,won,LE Irrigation,250,0,
EST5450865,EST5450865,2025-06-06T00:00:00+00:00,won,LE Maintenance Enchancements,421.76,6,70.29
EST5850726,EST5850726,2025-11-05T00:00:00+00:00,won,LE Irrigation,250,0,
EST5669679,EST5669679,2025-10-15T00:00:00+00:00,won,LE Maintenance Enchancements,632.64,6,105.44
EST5554724,EST5554724,2025-07-17T00:00:00+00:00,won,LE Maintenance Enchancements,210.88,0,
EST5552200,EST5552200,2025-07-10T00:00:00+00:00,won,LE Tree Care,586.92,4,146.73
EST5850755,EST5850755,2025-11-05T00:00:00+00:00,won,LE Irrigation,200,0,
EST5850780,EST5850780,2025-11-05T00:00:00+00:00,won,LE Irrigation,200,0,
EST5850847,EST5850847,2025-11-05T00:00:00+00:00,won,LE Irrigation,100,0,
EST5850796,EST5850796,2025-11-05T00:00:00+00:00,won,LE Irrigation,200,0,
EST5599711,EST5599711,2025-07-31T00:00:00+00:00,won,LE Tree Care,2587.66,20.5,126.23
EST5770273,EST5770273,2025-09-30T00:00:00+00:00,won,LE Irrigation,608.16,6,101.36
EST5333954,EST5333954,2025-04-23T00:00:00+00:00,won,LE Irrigation,4050,0,
EST3017119,EST3017119,2025-03-10T00:00:00+00:00,won,LE Maintenance (Summer/Winter),9425.02,0,
EST3015527,EST3015527,2025-03-10T00:00:00+00:00,won,LE Maintenance (Summer/Winter),8771.88,0,
EST3277343,EST3277343,2025-12-31T00:00:00+00:00,won,LE Maintenance (Summer/Winter),14368.49,72,199.56
EST3015659,EST3015659,2025-03-10T00:00:00+00:00,won,LE Maintenance (Summer/Winter),51985.78,0,
EST3299572,EST3299572,2025-09-25T00:00:00+00:00,won,LE Maintenance (Summer/Winter),16295,15,1086.33
EST3015782,EST3015782,2025-03-10T00:00:00+00:00,won,LE Maintenance (Summer/Winter),2892.24,0,
EST3270381,EST3270381,2025-09-02T00:00:00+00:00,won,LE Maintenance (Summer/Winter),3150,0,
EST3307342,EST3307342,2025-09-25T00:00:00+00:00,won,LE Maintenance (Summer/Winter),16763.6,15,1117.57
EST5770259,EST5770259,2025-09-30T00:00:00+00:00,won,LE Irrigation,651.86,6,108.64
EST3270794,EST3270794,2025-09-07T00:00:00+00:00,won,LE Maintenance (Summer/Winter),13949.99,72,193.75
EST3015579,EST3015579,2025-03-10T00:00:00+00:00,won,LE Maintenance (Summer/Winter),9035.04,0,
EST3015786,EST3015786,2025-03-10T00:00:00+00:00,won,LE Maintenance (Summer/Winter),2979.01,0,
EST3015670,EST3015670,2025-03-10T00:00:00+00:00,won,LE Maintenance (Summer/Winter),53545.35,0,
EST5333992,EST5333992,2025-05-12T00:00:00+00:00,won,LE Irrigation,4050,0,
EST3017129,EST3017129,2025-03-10T00:00:00+00:00,won,LE Maintenance (Summer/Winter),9707.77,0,
EST2948927,EST2948927,2025-02-07T00:00:00+00:00,won,LE Maintenance (Summer/Winter),32519.05,90,361.32
EST2982018,EST2982018,2025-02-27T00:00:00+00:00,won,LE Maintenance (Summer/Winter),116552.08,25,4662.08
EST5314150,EST5314150,2025-06-09T00:00:00+00:00,won,LE Maintenance Enchancements,937,6,156.17
EST5193445,EST5193445,2025-03-12T00:00:00+00:00,won,LE Irrigation,13441.93,48,280.04
EST5199924,EST5199924,2025-07-13T00:00:00+00:00,won,LE Paving,5492.65,15,366.18
EST5193441,EST5193441,2025-03-12T00:00:00+00:00,won,LE Irrigation,7653.58,32,239.17
EST5193436,EST5193436,2025-03-12T00:00:00+00:00,won,LE Irrigation,8199.34,32,256.23
EST4934222,EST4934222,2025-03-12T00:00:00+00:00,won,LE Irrigation,6346.59,24,264.44
EST2981926,EST2981926,2025-02-27T00:00:00+00:00,won,LE Maintenance (Summer/Winter),52417.57,25,2096.70
EST2987807,EST2987807,2025-02-27T00:00:00+00:00,won,LE Maintenance (Summer/Winter),49067.14,105,467.31
EST2987508,EST2987508,2025-02-27T00:00:00+00:00,won,LE Maintenance (Summer/Winter),114333.53,105,1088.89
EST5193429,EST5193429,2025-03-12T00:00:00+00:00,won,LE Irrigation,8775.07,32,274.22
EST5859835,EST5859835,2025-11-11T00:00:00+00:00,won,LE Tree Care,260.74,2,130.37
EST5787231,EST5787231,2025-10-19T00:00:00+00:00,won,LE Landscapes,4680.09,18,260.00
EST5722814,EST5722814,2025-09-14T00:00:00+00:00,won,LE Paving,912.84,3,304.28
EST5485558,EST5485558,2025-07-22T00:00:00+00:00,won,LE Landscapes,2153.38,12,179.45
EST5562983,EST5562983,2025-07-27T00:00:00+00:00,won,LE Paving,495.4,2,247.70
EST5740095,EST5740095,2025-09-29T00:00:00+00:00,won,LE Irrigation,311.43,2,155.72
EST5818562,EST5818562,2025-10-30T00:00:00+00:00,won,LE Irrigation,651.86,6,108.64
EST5778044,EST5778044,2025-10-07T00:00:00+00:00,won,LE Tree Care,400.02,3,133.34
EST5506088,EST5506088,2025-08-12T00:00:00+00:00,won,LE Maintenance (Summer/Winter),1400,8,175.00
EST5593813,EST5593813,2025-08-19T00:00:00+00:00,won,LE Tree Care,1314.47,9,146.05
EST5630549,EST5630549,2025-08-14T00:00:00+00:00,won,LE Irrigation,982.75,6,163.79
EST5532670,EST5532670,2025-07-24T00:00:00+00:00,won,LE Tree Care,739.77,5,147.95
EST5485444,EST5485444,2025-07-22T00:00:00+00:00,won,LE Landscapes,3742.41,14,267.31
EST5451050,EST5451050,2025-06-01T00:00:00+00:00,won,LE Irrigation,225,0,
EST5847209,EST5847209,2025-11-04T00:00:00+00:00,won,LE Irrigation,400,0,
EST5741300,EST5741300,2025-09-29T00:00:00+00:00,won,LE Tree Care,4044.85,26.5,152.64
EST5818536,EST5818536,2025-10-30T00:00:00+00:00,won,LE Irrigation,707.42,6,117.90
EST5497349,EST5497349,2025-06-19T00:00:00+00:00,won,LE Paving,9794.75,35,279.85
EST5436543,EST5436543,2025-05-27T00:00:00+00:00,won,LE Landscapes,1444.36,8,180.54
EST5580473,EST5580473,2025-07-22T00:00:00+00:00,won,LE Tree Care,3978.74,12,331.56
EST5406182,EST5406182,2025-05-22T00:00:00+00:00,won,LE Tree Care,1760.76,12,146.73
EST5457195,EST5457195,2025-07-13T00:00:00+00:00,won,LE Paving,8848.46,42,210.68
EST2988809,EST2988809,2025-02-27T00:00:00+00:00,won,LE Maintenance (Summer/Winter),50539.15,105,481.33
EST2990148,EST2990148,2025-02-27T00:00:00+00:00,won,LE Maintenance (Summer/Winter),120048.64,25,4801.95
EST5801645,EST5801645,2025-10-19T00:00:00+00:00,won,LE Landscapes,630,4,157.50
EST2988830,EST2988830,2025-02-27T00:00:00+00:00,won,LE Maintenance (Summer/Winter),43557.69,55,791.96
EST2990127,EST2990127,2025-02-27T00:00:00+00:00,won,LE Maintenance (Summer/Winter),55609.79,25,2224.39
EST2988908,EST2988908,2025-02-27T00:00:00+00:00,won,LE Maintenance (Summer/Winter),121296.44,105,1155.20
EST2990155,EST2990155,2025-02-27T00:00:00+00:00,won,LE Maintenance (Summer/Winter),111445.27,100,1114.45
EST2988879,EST2988879,2025-02-27T00:00:00+00:00,won,LE Maintenance (Summer/Winter),117763.54,105,1121.56
EST2865276,EST2865276,2025-04-30T00:00:00+00:00,won,LE Maintenance (Summer/Winter),10590.3,0,
EST5421710,EST5421710,2025-06-12T00:00:00+00:00,won,LE Landscapes,4397.76,25,175.91
EST5242242,EST5242242,2025-04-25T00:00:00+00:00,won,LE Paving,8347.84,15,556.52
EST5331079,EST5331079,2025-05-19T00:00:00+00:00,won,LE Landscapes,839.87,4,209.97
EST5444851,EST5444851,2025-07-23T00:00:00+00:00,won,LE Paving,4082.54,18,226.81
EST5355358,EST5355358,2025-05-19T00:00:00+00:00,won,LE Landscapes,8590.26,32,268.45
EST5421573,EST5421573,2025-06-12T00:00:00+00:00,won,LE Landscapes,3098.99,12,258.25
EST5421428,EST5421428,2025-06-12T00:00:00+00:00,won,LE Landscapes,5363.7,27,198.66
EST2943141,EST2943141,2025-02-04T00:00:00+00:00,won,LE Maintenance (Summer/Winter),10657.5,0,
EST5201995,EST5201995,2025-04-25T00:00:00+00:00,won,LE Paving,8599.47,40,214.99
EST5469027,EST5469027,2025-06-12T00:00:00+00:00,won,LE Landscapes,3002.32,8,375.29
EST5326077,EST5326077,2025-06-12T00:00:00+00:00,won,LE Landscapes,6872.3,24,286.35
EST5200236,EST5200236,2025-03-12T00:00:00+00:00,won,Snow,1519.04,8,189.88
EST5264130,EST5264130,2025-04-01T00:00:00+00:00,won,LE Tree Care,300,1,300.00
EST5482208,EST5482208,2025-06-19T00:00:00+00:00,won,LE Tree Care,868.16,6,144.69
EST2944488,EST2944488,2025-02-05T00:00:00+00:00,won,LE Maintenance (Summer/Winter),7527.03,0,
EST5421296,EST5421296,2025-06-12T00:00:00+00:00,won,LE Landscapes,2632.48,16,164.53
EST2944324,EST2944324,2025-02-05T00:00:00+00:00,won,LE Maintenance (Summer/Winter),7527.03,0,
EST5482221,EST5482221,2025-06-19T00:00:00+00:00,won,LE Tree Care,2999.22,19,157.85
EST5119966,EST5119966,2025-01-26T00:00:00+00:00,won,LE Tree Care,400,2,200.00
EST5482195,EST5482195,2025-06-19T00:00:00+00:00,won,LE Tree Care,293.46,2,146.73
EST5557031,EST5557031,2025-07-13T00:00:00+00:00,won,LE Tree Care,1173.84,8,146.73
EST5492658,EST5492658,2025-07-30T00:00:00+00:00,won,LE Landscapes,17542.93,52,337.36
EST5760381,EST5760381,2025-10-09T00:00:00+00:00,won,LE Tree Care,3420.97,21.5,159.11
EST5499174,EST5499174,2025-06-22T00:00:00+00:00,won,LE Landscapes,996.59,6,166.10
EST2944343,EST2944343,2025-02-05T00:00:00+00:00,won,LE Maintenance (Summer/Winter),7527.03,0,
EST5739674,EST5739674,2025-10-09T00:00:00+00:00,won,LE Tree Care,2885.72,20,144.29
EST5526332,EST5526332,2025-12-09T00:00:00+00:00,won,LE Tree Care,611.36,4,152.84
EST5516195,EST5516195,2025-07-24T00:00:00+00:00,won,LE Landscapes,10020.35,44,227.74
EST5739759,EST5739759,2025-10-09T00:00:00+00:00,won,LE Tree Care,1173.84,8,146.73
EST5499196,EST5499196,2025-07-22T00:00:00+00:00,won,LE Landscapes,4805.19,22,218.42
EST5526314,EST5526314,2025-09-29T00:00:00+00:00,won,LE Tree Care,987.37,6.5,151.90
EST5647035,EST5647035,2025-08-21T00:00:00+00:00,won,LE Tree Care,892.6,6,148.77
EST5575329,EST5575329,2025-07-24T00:00:00+00:00,won,LE Tree Care,790.75,4.5,175.72
EST5526222,EST5526222,2025-12-09T00:00:00+00:00,won,LE Tree Care,681.69,4.5,151.49
EST5884969,EST5884969,2025-12-02T00:00:00+00:00,won,LE Tree Care,1173.84,8,146.73
EST5738895,EST5738895,2025-09-29T00:00:00+00:00,won,LE Tree Care,200.01,1,200.01
EST5382395,EST5382395,2025-05-08T00:00:00+00:00,won,LE Landscapes,5971.44,30,199.05
EST3015987,EST3015987,2025-03-10T00:00:00+00:00,won,LE Maintenance (Summer/Winter),32012.79,25,1280.51
EST3020281,EST3020281,2025-03-10T00:00:00+00:00,won,LE Maintenance (Summer/Winter),54242.67,105,516.60
EST2902784,EST2902784,2025-01-19T00:00:00+00:00,won,LE Maintenance (Summer/Winter),8150.1,0,
EST3020290,EST3020290,2025-03-10T00:00:00+00:00,won,LE Maintenance (Summer/Winter),55869.95,105,532.09
EST2962394,EST2962394,2025-02-13T00:00:00+00:00,won,LE Maintenance (Summer/Winter),10675.03,0,
EST5540311,EST5540311,2025-08-19T00:00:00+00:00,won,Line Painting,2761.11,0,
EST2962487,EST2962487,2025-02-13T00:00:00+00:00,won,LE Maintenance (Summer/Winter),10995.22,0,
EST5553251,EST5553251,2025-08-12T00:00:00+00:00,won,LE Landscapes,11338.59,48,236.22
EST5717625,EST5717625,2025-10-19T00:00:00+00:00,won,LE Landscapes,3133.54,16,195.85
EST2962501,EST2962501,2025-02-13T00:00:00+00:00,won,LE Maintenance (Summer/Winter),11325.28,0,
EST2990228,EST2990228,2025-02-27T00:00:00+00:00,won,LE Maintenance (Summer/Winter),2136.01,0,
EST2991137,EST2991137,2025-02-27T00:00:00+00:00,won,LE Maintenance (Summer/Winter),2175.41,0,
EST2990355,EST2990355,2025-02-27T00:00:00+00:00,won,LE Maintenance (Summer/Winter),6637.96,0,
EST2991145,EST2991145,2025-02-27T00:00:00+00:00,won,LE Maintenance (Summer/Winter),6837.1,0,
EST2990344,EST2990344,2025-02-27T00:00:00+00:00,won,LE Maintenance (Summer/Winter),2112.05,0,
EST2991138,EST2991138,2025-02-27T00:00:00+00:00,won,LE Maintenance (Summer/Winter),2240.67,0,
EST2991178,EST2991178,2025-02-27T00:00:00+00:00,won,LE Maintenance (Summer/Winter),2266.09,0,
EST2991148,EST2991148,2025-02-27T00:00:00+00:00,won,LE Maintenance (Summer/Winter),7042.21,0,
EST2991177,EST2991177,2025-02-27T00:00:00+00:00,won,LE Maintenance (Summer/Winter),2200.09,0,
EST2997051,EST2997051,2025-03-02T00:00:00+00:00,won,LE Maintenance (Summer/Winter),6421.28,94.5,67.95
EST5654450,EST5654450,2025-08-17T00:00:00+00:00,won,LE Tree Care,1479.52,10,147.95
EST5630455,EST5630455,2025-08-10T00:00:00+00:00,won,LE Irrigation,1248.17,12,104.01
EST5654490,EST5654490,2025-08-17T00:00:00+00:00,won,LE Tree Care,957.25,6.5,147.27
EST5374628,EST5374628,2025-08-05T00:00:00+00:00,won,LE Paving,1637.48,8,204.69
EST5573579,EST5573579,2025-07-23T00:00:00+00:00,won,LE Paving,4556.36,15,303.76
EST5630569,EST5630569,2025-08-10T00:00:00+00:00,won,LE Irrigation,896.31,6,149.38
EST5630613,EST5630613,2025-08-10T00:00:00+00:00,won,LE Irrigation,1675.56,16,104.72
EST5630466,EST5630466,2025-08-10T00:00:00+00:00,won,LE Irrigation,471.61,4,117.90
EST5374549,EST5374549,2025-08-20T00:00:00+00:00,won,LE Paving,1650.32,8,206.29
EST5630547,EST5630547,2025-08-10T00:00:00+00:00,won,LE Irrigation,540.75,6,90.13
EST5630494,EST5630494,2025-08-10T00:00:00+00:00,won,LE Irrigation,1132.12,8,141.51
EST5828331,EST5828331,2025-11-12T00:00:00+00:00,won,LE Paving,1012.05,6,168.67
EST5846941,EST5846941,2025-11-05T00:00:00+00:00,won,LE Paving,1235.4,10,123.54
EST3189820,EST3189820,2025-06-25T00:00:00+00:00,won,LE Maintenance (Summer/Winter),14752.74,105,140.50
EST3143185,EST3143185,2025-05-15T00:00:00+00:00,won,LE Maintenance (Summer/Winter),14323.05,105,136.41
EST3189822,EST3189822,2025-06-30T00:00:00+00:00,won,LE Maintenance (Summer/Winter),15195.32,105,144.72
EST3021034,EST3021034,2025-03-10T00:00:00+00:00,won,LE Maintenance (Summer/Winter),11851.27,0,
EST3021074,EST3021074,2025-03-10T00:00:00+00:00,won,LE Maintenance (Summer/Winter),15889.27,0,
EST2840806,EST2840806,2025-02-03T00:00:00+00:00,won,LE Maintenance (Summer/Winter),31999.83,90,355.55
EST3021090,EST3021090,2025-03-10T00:00:00+00:00,won,LE Maintenance (Summer/Winter),19134.07,0,
EST5471688,EST5471688,2025-06-08T00:00:00+00:00,won,LE Irrigation,1403.38,12,116.95
EST5471661,EST5471661,2025-06-08T00:00:00+00:00,won,LE Irrigation,1256.77,12,104.73
EST5471543,EST5471543,2025-06-08T00:00:00+00:00,won,LE Irrigation,854.4,8,106.80
EST5334449,EST5334449,2025-06-01T00:00:00+00:00,won,LE Irrigation,400,0,
EST5471570,EST5471570,2025-06-08T00:00:00+00:00,won,LE Irrigation,963.97,8,120.50
EST5500128,EST5500128,2025-06-25T00:00:00+00:00,won,LE Paving,7304.6,8.5,859.36
EST5771989,EST5771989,2025-10-19T00:00:00+00:00,won,LE Landscapes,751.59,4,187.90
EST5515648,EST5515648,2025-06-29T00:00:00+00:00,won,LE Landscapes,5268.02,19,277.26
EST3238099,EST3238099,2025-08-31T00:00:00+00:00,won,LE Maintenance (Summer/Winter),45535.31,60,758.92
EST5672568,EST5672568,2025-08-24T00:00:00+00:00,won,LE Irrigation,804.94,4,201.24
EST5500955,EST5500955,2025-06-25T00:00:00+00:00,won,LE Paving,4351.14,16,271.95
EST5501315,EST5501315,2025-07-20T00:00:00+00:00,won,LE Paving,6212.49,5,1242.50
EST5488510,EST5488510,2025-06-12T00:00:00+00:00,won,LE Maintenance Enchancements,799.11,12,66.59
EST5818521,EST5818521,2025-10-30T00:00:00+00:00,won,LE Irrigation,416.06,4,104.02
EST5500728,EST5500728,2025-06-25T00:00:00+00:00,won,LE Paving,6681.79,6,1113.63
EST5788952,EST5788952,2025-10-13T00:00:00+00:00,won,LE Tree Care,586.92,4,146.73
EST5488464,EST5488464,2025-06-15T00:00:00+00:00,won,LE Irrigation,1562.91,8,195.36
EST5531388,EST5531388,2025-07-06T00:00:00+00:00,won,LE Tree Care,669.47,4.5,148.77
EST5531348,EST5531348,2025-07-06T00:00:00+00:00,won,LE Tree Care,892.6,6,148.77
EST5531295,EST5531295,2025-07-06T00:00:00+00:00,won,LE Tree Care,892.6,6,148.77
EST5700029,EST5700029,2025-10-21T00:00:00+00:00,won,LE Paving,615.87,3,205.29
EST5531431,EST5531431,2025-07-06T00:00:00+00:00,won,LE Tree Care,305.68,2,152.84
EST3262119,EST3262119,2025-09-25T00:00:00+00:00,won,LE Maintenance (Summer/Winter),35760,72,496.67
EST5853085,EST5853085,2025-11-16T00:00:00+00:00,won,LE Irrigation,3331.92,32,104.12
EST5660110,EST5660110,2025-08-23T00:00:00+00:00,won,LE Maintenance Enchancements,1435.91,6,239.32
EST5479856,EST5479856,2025-08-04T00:00:00+00:00,won,LE Landscapes,3261.84,20,163.09
EST5521891,EST5521891,2025-06-25T00:00:00+00:00,won,LE Paving,5731.39,26,220.44
EST5531485,EST5531485,2025-07-06T00:00:00+00:00,won,LE Tree Care,1363.35,9,151.48
EST5802989,EST5802989,2025-10-19T00:00:00+00:00,won,LE Landscapes,1777.68,10,177.77
EST5221900,EST5221900,2025-03-24T00:00:00+00:00,won,LE Landscapes,59850.18,242,247.31
EST5350536,EST5350536,2025-05-19T00:00:00+00:00,won,LE Landscapes,8750.13,46,190.22
EST5336639,EST5336639,2025-05-01T00:00:00+00:00,won,LE Landscapes,857.02,3,285.67
EST5291614,EST5291614,2025-06-12T00:00:00+00:00,won,LE Landscapes,9359.64,40,233.99
EST4715585,EST4715585,2025-06-12T00:00:00+00:00,won,LE Landscapes,18896.88,98,192.83
