Estimate ID,Division,Type,Version,Price,Hours,PPH
EST5577496,LE Maintenance (Summer/Winter),Standard,,387.2,2,193.60
EST5577479,LE Maintenance (Summer/Winter),Standard,,503.02,3,167.67
EST5577481,LE Maintenance (Summer/Winter),Standard,,360.77,4,90.19
EST5577493,LE Maintenance (Summer/Winter),Standard,,507.82,6,84.64
EST5597035,LE Irrigation,Standard,,460.84,3,153.61
EST5869131,LE Irrigation,Standard,,5685.6,28,203.06
EST5741447,LE Tree Care,Standard,,2817.29,14,201.23
EST5742941,LE Paving,Standard,,11870.34,,
EST5807781,LE Landscapes,Standard,,1463.84,6,243.97
EST5643209,LE Tree Care,Standard,,3500.1,23.5,148.94
EST5643560,LE Paving,Standard,,63361.89,90,704.02
EST5671268,LE Irrigation,Standard,,1237.05,12,103.09
EST5831996,LE Tree Care,Standard,,562.48,4,140.62
EST3352762,LE Maintenance (Summer/Winter),Service,2025-2026,24022,100,240.22
EST5757741,LE Paving,Standard,,1860,1,1860.00
EST5742946,LE Paving,Standard,,7473.6,,
EST5626631,LE Maintenance Enchancements,Standard,,196.48,3,65.49
EST5742964,LE Paving,Standard,,7133.82,,
EST2991589,LE Maintenance (Summer/Winter),Service,2026,28514.65,300,95.05
EST2845948,LE Maintenance (Summer/Winter),Service,1,70879.95,90,787.55
EST2950411,LE Maintenance (Summer/Winter),Service,2026,3544.09,,
EST2991654,LE Maintenance (Summer/Winter),Service,2026,43880.7,300,146.27
EST2990831,LE Maintenance (Summer/Winter),Service,2026,1430.02,,
EST2990639,LE Maintenance (Summer/Winter),Service,2026,4005.98,,
EST2990670,LE Maintenance (Summer/Winter),Service,2026,6857.5,,
EST3040213,LE Maintenance (Summer/Winter),Service,2026,29088.37,105,277.03
EST2951174,LE Maintenance (Summer/Winter),Service,1,38631.6,90,429.24
EST2990837,LE Maintenance (Summer/Winter),Service,2027,1460.92,,
EST2991660,LE Maintenance (Summer/Winter),Service,2027,44671.43,300,148.90
EST2990674,LE Maintenance (Summer/Winter),Service,2027,7019.73,,
EST2991596,LE Maintenance (Summer/Winter),Service,2027,28917.83,300,96.39
EST2990656,LE Maintenance (Summer/Winter),Service,2027,4096.58,,
